geo_id;rwi_weight
6301010;-0.182579098
6301020;0.110559349
6301030;-0.155733929
6301031;0.243452545
6301040;0.313760766
6301050;0.024600096
6301060;0.546514338
6301061;0.086575425
6301070;0.031379446
6301080;0.044545249
6301090;0.201175944
6302010;-0.190737705
6302020;-0.152114141
6302021;-0.093469398
6302030;-0.326020566
6302031;-0.366117986
6302040;-0.452309882
6302050;0.046402614
6302060;0.824468709
6302061;-0.289660099
6302062;0.182229218
6302120;-0.250690857
6302121;0.187681058
6302130;-0.165078212
6302140;-0.434630521
6302150;-0.229726972
6302160;0.079398438
6302161;-0.167751671
6302170;-0.306076336
6302180;-0.267968244
6302190;-0.176246948
6302200;-0.251296162
6302201;-0.176864853
6303010;0.141639738
6303011;-0.021712194
6303020;0.28449537
6303030;0.514670904
6303031;0.70427024
6303040;0.158600208
6303050;0.802768809
6303051;1.003380691
6303052;-0.059133715
6303060;0.369084144
6303070;0.059434548
6303080;-0.217916549
6303090;-0.20255
6303091;-0.432926186
6303100;-0.28586809
6303101;-0.187366756
6303110;-0.044061704
6303120;-0.021432253
6303121;-0.366871325
6303122;-0.254815666
6304010;-0.126822863
6304020;0.136233185
6304030;-0.133917394
6304040;-0.099049799
6304050;0.056325841
6304060;0.790307732
6304070;-0.005021135
6304071;-0.162897279
6304080;-0.092711104
6304090;0.0550748
6304100;0.087930767
6304110;0.051638385
6304120;0.026454108
6304130;0.631112909
6304140;0.324916563
6304150;-0.538828191
6304160;-0.129112388
6305010;0.272706125
6305011;0.209094472
6305020;0.153064981
6305021;0.184423886
6305030;0.037189092
6305040;0.21711164
6305050;-0.359052582
6305060;-0.017543455
6305070;1.00276999
6305080;0.266815789
6305090;-0.224210074
6305100;-0.199552469
6306010;0.515968028
6306020;-0.343427626
6306030;-0.058230196
6306040;0.357139242
6306050;0.713981578
6306060;0.518887995
6306070;-0.066833333
6306080;0.030896703
6306090;-0.280604671
6306091;-0.23282241
6306100;0.529552522
6307010;-0.010374114
6307020;0.160519825
6307030;-0.191670448
6307040;0.330927821
6307041;-0.495771595
6307050;0.930413218
6307060;0.147762663
6307070;0.058228925
6307080;0.44060029
6307090;0.172748645
6307091;-0.207985245
6308010;0.29277297
6308011;-0.610864158
6308020;0.03142993
6308030;0.681118502
6308031;0.534425573
6308040;0.610057328
6308050;0.666737557
6308060;0.325046292
6308070;0.805329676
6308071;0.25089475
6309010;0.197078052
6309020;0.742451785
6309030;0.636708994
6309040;0.233470527
6309050;0.49621091
6309060;0.503703798
6309070;0.769383015
6309080;-0.113844913
6309081;-0.249513966
6309090;0.086217195
6309100;-0.208866
6309110;0.149552878
6310010;0.203086042
6310020;-0.122961982
6310030;0.34857332
6310031;0.082939802
6310040;-0.243598388
6310041;-0.019079532
6310050;0.438391347
6310051;-0.239469585
6310052;0.498376599
6310053;-0.310887857
6311010;-0.024751092
6311020;-0.139585611
6311030;-0.116048224
6311031;-0.281530292
6311040;0.194968836
6311041;0.665422592
6311050;-0.133322103
6311060;-0.25659633
6371010;0.986453609
6371020;1.163633016
6371030;1.187539247
6371031;1.380308919
6371040;0.846379848
6372010;1.044355324
6372011;0.843249207
6372020;0.326303882
6372031;1.318740789
6372032;1.235314369
